Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Angular Velocity X (rad/s),Angular Velocity Y (rad/s),Angular Velocity Z (rad/s),Magnetic Field X (uT),Magnetic Field Y (uT),Magnetic Field Z (uT),Orientation Quaternion Scalar,Orientation Quaternion X,Orientation Quaternion Y,Orientation Quaternion Z
-9.091387,-1.319392,0.447982,-0.829232,0.318197,0.25992,-54.025035,17.552759,-42.940066,-0.261551,-0.700627,-0.188901,0.636419
-9.449411,-0.641727,0.738259,-0.691871,0.370817,0.327714,-53.859622,17.874528,-43.046118,-0.264241,-0.701119,-0.190273,0.634354
-9.337549,-0.289743,1.276692,-0.324181,0.414941,0.490651,-53.538562,18.191654,-43.128088,-0.266292,-0.702212,-0.190331,0.632266
-9.102012,0.940467,1.6868,0.006144,0.462807,0.525548,-53.551619,18.330848,-42.947314,-0.267489,-0.703786,-0.189524,0.630251
-8.81146,2.59667,1.745601,0.183772,0.487292,0.604472,-52.894637,18.980396,-43.271501,-0.268373,-0.705658,-0.188084,0.62821
-7.960958,4.149243,1.273437,0.018635,0.478888,0.6665,-52.895054,18.825496,-43.290186,-0.269871,-0.707375,-0.186866,0.625996
-7.100707,1.666124,0.788017,-0.263847,0.486337,0.752579,-52.547599,19.48431,-43.660843,-0.272346,-0.708866,-0.186109,0.623458
-6.813741,-0.046899,0.358112,-0.264052,0.544142,0.828275,-52.244065,19.94159,-43.567451,-0.274955,-0.710541,-0.185204,0.620669
-7.800612,-0.970598,-0.055054,0.042873,0.64556,0.847008,-52.212364,20.592269,-43.813357,-0.276678,-0.712793,-0.183609,0.617789
-8.857179,-1.240516,-0.281473,0.48387,0.792808,0.881085,-51.874891,20.924402,-44.053793,-0.277144,-0.715885,-0.181009,0.614765
-9.146526,-1.188677,-0.169197,0.970929,0.993474,0.935325,-51.823273,21.279088,-44.49002,-0.276228,-0.72,-0.177299,0.611443
-9.288768,-1.122186,0.27454,1.433509,1.175769,0.98556,-51.341151,21.299317,-44.756654,-0.27399,-0.725046,-0.172529,0.607842
-9.683151,0.262425,0.855083,1.74465,1.318559,1.019604,-50.901649,21.410771,-45.979622,-0.270836,-0.730731,-0.167064,0.603962
-10.05069,1.685969,1.113668,1.682123,1.442692,1.042529,-50.56635,20.968272,-46.313364,-0.267809,-0.736593,-0.161796,0.599609
-10.458882,2.337205,1.223687,1.377114,1.567316,1.044671,-50.168511,20.897208,-47.249544,-0.265563,-0.742365,-0.157353,0.594651
-10.998235,2.154883,1.815544,1.095163,1.684814,0.999444,-49.515002,20.772554,-47.669035,-0.263937,-0.74803,-0.153806,0.589179
-11.407723,1.845771,2.089928,0.908989,1.807489,0.967296,-49.097547,20.870658,-48.741109,-0.262686,-0.753709,-0.150896,0.583224
-11.443767,1.243013,2.457115,0.921887,1.983931,0.97254,-48.42804,21.071364,-49.283791,-0.261283,-0.759743,-0.148109,0.576703
-11.641023,0.69238,2.833095,1.096801,2.194835,1.000071,-48.3289,21.31681,-50.216058,-0.259275,-0.766371,-0.145047,0.569573
-11.783842,1.06924,3.101038,1.293288,2.407876,0.984755,-47.340575,21.525135,-50.879996,-0.256493,-0.773573,-0.141793,0.561863
-11.945904,1.47536,3.121087,1.366311,2.596035,0.996059,-46.485286,21.441543,-51.754169,-0.253376,-0.781161,-0.138513,0.553537
-12.563473,1.60324,2.0997,1.274106,2.750652,1.052074,-45.271842,21.238185,-53.071606,-0.250539,-0.788902,-0.135393,0.544548
-13.135438,0.937222,1.14874,1.145156,2.91089,1.082878,-44.423695,21.157218,-53.959084,-0.248038,-0.796745,-0.132587,0.534878
-13.929225,-0.498497,0.744668,1.01742,3.087767,1.099355,-43.097943,21.387317,-54.898121,-0.245835,-0.804703,-0.130145,0.524481
-15.019205,-1.313242,0.304097,0.881844,3.259702,1.089601,-42.103482,21.903152,-55.513035,-0.243903,-0.812726,-0.128152,0.513385
-16.24185,-2.069426,0.055204,0.782228,3.39794,1.059891,-40.465156,21.833297,-56.622291,-0.24211,-0.820754,-0.126559,0.501726
-17.629598,-3.509382,0.902974,0.834059,3.516839,1.066352,-39.156989,22.048744,-57.40514,-0.240053,-0.828891,-0.124929,0.489598
-18.716979,-4.515782,1.775879,0.998898,3.605423,1.083033,-37.531808,21.962424,-58.348987,-0.237397,-0.837173,-0.122985,0.477137
-19.227291,-5.21615,2.912855,1.324609,3.647874,1.097931,-35.785837,22.151084,-58.9149,-0.233625,-0.845639,-0.120394,0.464563
-19.225056,-5.559081,4.471599,1.715188,3.702281,1.143578,-34.041668,21.720102,-59.555505,-0.228558,-0.85436,-0.116962,0.45183
-19.338945,-5.212214,5.658622,2.107477,3.72475,1.136284,-31.878474,21.248628,-59.828243,-0.222093,-0.863221,-0.112848,0.439077
-19.896703,-4.732438,7.455435,2.502791,3.719624,1.086676,-30.000301,20.178424,-60.361289,-0.214143,-0.872126,-0.108183,0.426422
-20.280058,-3.033593,7.387466,2.69153,3.641371,0.956069,-27.584231,19.654189,-60.121341,-0.205296,-0.880719,-0.103548,0.414084
-19.003534,-2.100206,6.611669,2.761381,3.543813,0.82053,-25.908814,18.38886,-60.224014,-0.195963,-0.888872,-0.099155,0.402085
-17.768891,-1.267763,5.703018,2.724298,3.544091,0.774996,-25.909648,18.389525,-60.229139,-0.186626,-0.8967,-0.094947,0.38998
-17.015507,-1.050931,4.744083,2.692085,3.495476,0.806689,-21.195689,15.299162,-59.497463,-0.17741,-0.904166,-0.090613,0.377889
-16.462284,0.036286,2.379408,2.427978,3.50537,0.895255,-21.201326,14.821628,-59.806819,-0.169201,-0.911225,-0.086335,0.365495
-17.346386,-1.807702,3.342736,2.191638,3.543266,0.970325,-19.555951,13.805347,-59.798949,-0.16188,-0.917948,-0.082129,0.352734
-18.868243,-3.346425,4.145134,1.902625,3.545688,0.990995,-18.71298,13.122758,-59.357392,-0.155579,-0.924249,-0.078225,0.339763
-19.080354,-1.88796,4.203584,2.023371,3.446909,0.744966,-17.426267,12.238257,-58.48914,-0.148506,-0.93018,-0.07497,0.327248
-19.856984,-2.059842,5.80434,2.380308,3.285796,0.260104,-16.48484,11.641756,-57.305362,-0.139525,-0.935735,-0.072908,0.315622
-19.129698,0.237661,5.336718,2.040364,2.686235,-0.119977,-15.393189,10.731874,-56.149847,-0.131461,-0.940059,-0.072312,0.306231
-15.38588,8.44593,-3.530175,1.815372,2.836981,-0.127949,-14.920252,10.596135,-54.802644,-0.124148,-0.944284,-0.072079,0.296174
-15.129431,16.815355,-14.065299,1.350744,3.050667,-0.089212,-14.330762,9.80692,-53.20162,-0.118513,-0.94838,-0.072333,0.285128
-12.550153,13.871839,-8.300627,0.695508,2.518492,-0.152728,-13.740255,9.482462,-51.53125,-0.11537,-0.95143,-0.073295,0.275859
-12.713061,6.483397,-12.521781,-0.517723,2.140345,-0.051822,-13.029802,9.58877,-49.491103,-0.116941,-0.953468,-0.075012,0.267577
-13.95613,2.513142,5.966094,-0.484306,1.185004,-0.089695,-12.468632,10.473452,-47.365229,-0.118623,-0.954458,-0.076396,0.262875
-13.915638,-3.42744,7.49133,-0.280127,0.879122,-0.132103,-11.738798,11.679455,-45.34565,-0.119586,-0.955193,-0.077586,0.259394
-12.989854,1.128633,2.687533,-1.425357,0.396787,-0.277282,-11.933628,12.428104,-43.333446,-0.12482,-0.954838,-0.080249,0.257419
-8.451719,2.055707,-1.608086,-1.191979,0.011851,-0.54473,-11.875066,13.587884,-40.740035,-0.129032,-0.954093,-0.083485,0.257073
-5.258916,2.833691,-3.453896,-0.79764,-0.467463,-1.101178,-12.068713,14.646823,-38.695622,-0.131368,-0.952857,-0.088155,0.258912
-4.329197,2.407585,-2.905696,-0.321129,-0.957735,-1.412145,-12.128531,15.685488,-36.460948,-0.13178,-0.951225,-0.093244,0.262888
-5.220721,2.981443,-1.561912,-0.191162,-1.503653,-1.372322,-12.792479,16.739601,-34.306031,-0.131941,-0.949064,-0.097767,0.268906
-5.76713,4.345572,-0.681588,-0.534936,-2.101093,-1.286993,-13.306663,17.171697,-32.214203,-0.133685,-0.946057,-0.102018,0.276942
-4.986711,4.509711,-0.712429,-1.244111,-2.638173,-1.339989,-13.803964,17.926785,-30.233815,-0.138189,-0.941959,-0.10694,0.286672
-4.176454,3.766348,-1.062998,-1.921771,-3.050153,-1.527831,-14.618957,18.984562,-28.097826,-0.14512,-0.936772,-0.113068,0.297681
-4.082327,2.105689,-0.990873,-2.309335,-3.417444,-1.744483,-15.466751,20.011723,-25.644047,-0.153341,-0.930589,-0.120201,0.309906
-4.374309,0.314704,-0.472797,-2.320132,-3.705815,-1.901628,-16.616372,21.359373,-23.198468,-0.161496,-0.923674,-0.127707,0.323167
-4.876843,-1.402587,-0.191816,-2.076182,-3.99918,-2.062442,-17.598817,22.405339,-20.921815,-0.168656,-0.916129,-0.135254,0.337593
-5.349882,-2.161754,0.40021,-1.611048,-4.325386,-2.236247,-18.598177,23.438077,-18.490207,-0.174029,-0.908015,-0.142542,0.353418
-5.886849,-1.977533,0.284578,-1.14108,-4.694351,-2.356294,-19.613393,24.297753,-15.914383,-0.177702,-0.899266,-0.149298,0.370747
-6.288567,-1.088947,-0.569633,-0.936625,-5.057205,-2.384735,-20.948073,24.996392,-13.238667,-0.180745,-0.889702,-0.155536,0.389319
-6.507494,-0.31077,-1.727528,-0.910113,-5.340136,-2.382161,-21.814311,25.701739,-10.667843,-0.183781,-0.879278,-0.161447,0.408692
-6.46957,-0.007283,-2.596986,-0.941536,-5.520469,-2.41097,-23.317814,26.079847,-7.889895,-0.186892,-0.868046,-0.16729,0.428464
-6.677045,0.354692,-3.036422,-0.946844,-5.691123,-2.504083,-24.502993,26.466155,-5.2333,-0.18987,-0.855962,-0.173235,0.44863
-7.144583,0.672475,-2.967138,-0.845648,-5.853191,-2.5905,-25.418455,26.658674,-2.240712,-0.19235,-0.843085,-0.179066,0.469196
-7.75985,0.949405,-2.418213,-0.765862,-6.034905,-2.620788,-26.803667,26.847336,0.854098,-0.194515,-0.829369,-0.184599,0.490137
-8.457551,1.244564,-1.966063,-0.713717,-6.221805,-2.636757,-27.889044,26.87607,3.968046,-0.196484,-0.81476,-0.189816,0.5114
-9.691812,1.357489,-1.845955,-0.675815,-6.384638,-2.639527,-28.702905,26.087723,7.340989,-0.198307,-0.799273,-0.194706,0.532848
-11.125275,1.617782,-2.171854,-0.592812,-6.575594,-2.644891,-29.384304,25.438539,10.910688,-0.199857,-0.782852,-0.199147,0.554563
-12.658642,1.973463,-2.754525,-0.449834,-6.688764,-2.593777,-29.463019,24.775975,14.556975,-0.201015,-0.765734,-0.202879,0.576268
-14.033124,2.836154,-3.422806,-0.336311,-6.783844,-2.478503,-29.303776,23.733581,18.834791,-0.20201,-0.747982,-0.205778,0.597805
-14.620531,4.310448,-4.482251,-0.347875,-6.879599,-2.323756,-28.607958,22.909887,22.393626,-0.203318,-0.729529,-0.208012,0.619016
-14.262121,5.187616,-5.813156,-0.492475,-6.932212,-2.156686,-27.174196,22.053368,26.205881,-0.205322,-0.710387,-0.209913,0.639633
-13.426893,3.212363,-7.143459,-0.758522,-6.840514,-2.054098,-25.238598,21.076351,29.581371,-0.208078,-0.690783,-0.212104,0.659191
-13.229367,1.272368,-6.96063,-0.733636,-6.611141,-2.107127,-23.000471,20.4023,33.034731,-0.210299,-0.671227,-0.214391,0.677691
-14.303988,1.240443,-7.590365,0.050989,-6.375307,-2.232211,-20.057489,19.646697,35.584642,-0.20977,-0.652356,-0.214979,0.695853
-15.813915,2.392181,-6.93862,0.66498,-6.220199,-2.255335,-16.964379,19.044252,38.18121,-0.207343,-0.633951,-0.213937,0.713685
-17.141877,3.260951,-6.843229,0.671365,-6.008879,-2.28344,-13.48562,18.663372,40.035004,-0.204513,-0.615708,-0.212978,0.730561
-17.94993,2.006425,-7.058185,0.405309,-5.755275,-2.437049,-9.940786,18.652086,41.28857,-0.201549,-0.597474,-0.213222,0.746283
-17.717202,1.592431,-7.512907,0.211773,-5.468824,-2.601576,-6.379595,18.502148,42.372053,-0.198205,-0.579447,-0.214519,0.76088
-17.361385,2.238188,-8.165787,0.207274,-5.231369,-2.600315,-3.172372,18.763453,42.484382,-0.194569,-0.561814,-0.215896,0.77453
-16.191843,2.997663,-8.371918,0.224859,-5.015663,-2.369804,0.301725,18.676426,42.908014,-0.191317,-0.54477,-0.216772,0.787168
-14.477746,3.694822,-8.840607,0.29032,-4.695316,-1.975983,3.461233,19.188994,42.082449,-0.188783,-0.528861,-0.216756,0.798551
-13.541298,3.971733,-8.887126,0.461553,-4.292231,-1.560592,6.545962,19.172852,41.812759,-0.186784,-0.514503,-0.215569,0.808658
-13.697539,4.575436,-9.247715,0.660013,-3.785491,-1.210521,9.399254,19.845667,40.955765,-0.185013,-0.502043,-0.213361,0.817435
-13.495555,5.292478,-9.533467,0.615674,-3.240835,-0.929473,11.818619,20.545893,39.889489,-0.183735,-0.491422,-0.211094,0.824733
-11.89951,6.129328,-10.300035,0.26899,-2.567151,-0.723416,13.610743,21.08894,38.878039,-0.183206,-0.482825,-0.210001,0.83019
-9.194238,6.614761,-11.626104,-0.178584,-1.805804,-0.576422,15.542756,21.615062,38.052122,-0.183359,-0.476462,-0.210611,0.83367
-6.784917,6.685269,-13.049302,-0.421112,-0.960388,-0.400459,17.022015,21.843081,37.134288,-0.183835,-0.472814,-0.212281,0.835218
-5.739353,6.272407,-13.656338,-0.234142,-0.087338,-0.091844,17.710897,22.213799,36.455454,-0.184252,-0.472426,-0.213395,0.835061
-5.771643,7.047745,-13.066372,0.240408,0.762355,0.349575,18.863027,22.43127,35.647719,-0.18452,-0.475493,-0.212756,0.833423
-6.488029,9.129346,-13.055749,0.358385,1.590333,0.748226,19.355254,22.761812,35.430223,-0.18517,-0.481646,-0.211584,0.830037
-8.060858,9.763586,-11.881629,0.008714,2.281499,1.035093,19.823852,22.765208,35.326208,-0.186823,-0.489984,-0.21149,0.824794
-9.210984,9.471455,-11.822188,-0.682007,2.88539,1.284495,20.2716,22.597269,35.357446,-0.190078,-0.499905,-0.213557,0.817532
-14.554677,5.431941,1.985195,-1.355538,3.232448,1.515346,20.412452,22.425726,35.523495,-0.195057,-0.510526,-0.217539,0.808698
-22.422173,-8.486527,20.031424,-1.893834,2.788637,1.407902,20.831234,22.228955,35.876247,-0.201104,-0.519129,-0.223051,0.800194
-24.071751,-11.444312,17.274973,-2.604102,2.251088,1.523223,21.221648,21.69383,36.514813,-0.209376,-0.52548,-0.230077,0.791894
-16.732551,-1.559727,4.406779,-2.508657,2.1018,1.72166,21.218946,21.693011,36.511682,-0.218153,-0.531509,-0.236227,0.783648
-10.678481,-0.825111,-9.602442,-2.495793,2.274558,1.750625,20.976916,19.714214,36.55537,-0.226784,-0.537986,-0.242372,0.774852
-12.123528,-4.008818,-10.414805,-2.526557,2.616876,2.080034,20.86596,19.589073,36.7402,-0.236094,-0.545645,-0.248159,0.764819
-19.161705,-3.027328,-7.149358,-1.06189,3.088128,2.000247,20.689405,18.771953,37.158535,-0.241527,-0.555847,-0.250111,0.755079
-22.001864,1.994871,-3.814114,-0.601421,3.328382,1.972336,20.780226,18.220908,37.555775,-0.245585,-0.567032,-0.250933,0.745114
-18.559855,6.249481,-4.432456,-1.738363,3.279166,1.930425,20.437573,17.434301,37.569679,-0.252025,-0.576795,-0.255045,0.733991
-14.277693,6.360137,-6.162132,-2.804619,3.067112,1.851443,20.243742,16.929509,37.980096,-0.260776,-0.584647,-0.262106,0.722138
-11.402759,6.622809,-4.061849,-2.82741,2.761177,1.888143,19.72542,16.261117,38.486605,-0.269914,-0.591466,-0.268752,0.710695
-9.788189,7.233821,-3.30804,-2.121521,2.525454,1.971733,19.396062,15.167999,38.467018,-0.277826,-0.598301,-0.272924,0.700257
-9.029727,12.584863,-3.392801,-1.333526,2.283476,2.048859,19.212941,14.057634,38.639466,-0.284309,-0.605289,-0.274441,0.690996
-9.695753,10.253748,-4.479165,-1.169927,2.062633,2.074706,19.046201,13.891491,38.762263,-0.290663,-0.611787,-0.275163,0.682288
-11.305504,4.525857,-7.14565,-1.014482,1.846392,1.923581,18.706422,13.094024,38.945113,-0.29644,-0.617637,-0.275543,0.674332
-12.004738,0.995181,-9.522711,-0.082816,1.719634,1.535151,18.388939,12.621827,39.013561,-0.29903,-0.623741,-0.274244,0.668071
-12.426846,-2.361627,-8.984815,1.092465,1.682425,1.243109,18.218043,12.300532,39.112637,-0.298024,-0.630759,-0.27051,0.663437
-12.821305,-1.778214,-7.912855,2.132808,1.57155,1.15086,18.223812,12.610619,39.156757,-0.294298,-0.638537,-0.264152,0.660214
-12.7904,-0.79574,-7.025617,2.623155,1.401453,1.081427,17.745806,12.76121,39.266107,-0.289306,-0.64628,-0.256471,0.657911
-12.560123,-0.265572,-4.840304,2.700184,1.159994,0.981753,17.312566,13.252394,39.111099,-0.284063,-0.653295,-0.248533,0.656312
-11.735722,1.372133,-3.073312,2.459048,0.930718,0.944695,17.301377,13.857275,39.349393,-0.279526,-0.659335,-0.241022,0.65502
-11.21157,3.340441,-2.9061,1.723123,0.761445,0.934361,17.15107,14.17087,39.368105,-0.276993,-0.664069,-0.235213,0.653423
-11.341555,3.76874,-2.552635,0.586928,0.592274,0.863098,16.881761,14.673162,39.068188,-0.27737,-0.667047,-0.232297,0.65127
-12.080176,2.709634,-1.927099,-0.586427,0.434151,0.73285,16.717359,14.971969,39.248759,-0.280609,-0.66822,-0.232529,0.648591
-12.323005,1.257786,-1.046748,-1.319715,0.285253,0.598614,16.711822,14.661539,39.204627,-0.28555,-0.668071,-0.234799,0.645765
-12.038019,-0.240177,-0.032848,-1.348792,0.186147,0.455098,16.842882,14.17774,39.322308,-0.290285,-0.667482,-0.237399,0.643307
-11.248473,-1.469767,0.630446,-0.701293,0.145744,0.372603,16.528047,13.860809,39.412862,-0.293155,-0.667434,-0.238536,0.641633
-10.400983,-1.437686,1.286801,0.359874,0.158881,0.339849,16.358046,13.384621,39.494914,-0.293161,-0.668597,-0.237112,0.640946
-9.563113,-0.34607,1.848474,1.255969,0.127181,0.309903,16.539741,13.410852,39.193254,-0.290778,-0.670671,-0.233482,0.641198
-8.896675,0.574522,2.024955,1.853864,0.140645,0.330723,16.542496,13.565955,39.215319,-0.286858,-0.673452,-0.228306,0.641913
-8.500707,1.212841,2.410554,2.037669,0.174893,0.422804,16.576651,14.060861,38.954435,-0.282638,-0.676569,-0.222452,0.642562
-8.47573,1.711914,2.867889,1.847357,0.24632,0.475376,16.730208,14.52199,39.030838,-0.278976,-0.679661,-0.217003,0.642762
-8.908829,2.678652,3.599542,1.347964,0.32308,0.489846,16.59753,14.850808,38.892746,-0.2766,-0.682386,-0.212844,0.642292
-9.527229,2.821482,3.666369,0.58886,0.437217,0.587953,16.747152,15.156587,38.945432,-0.276393,-0.684643,-0.210447,0.640767
-9.649528,1.751021,2.879887,-0.0606,0.519632,0.603938,16.590165,15.159524,38.918388,-0.277891,-0.686411,-0.20972,0.638463
-10.171356,1.643892,1.467062,-0.436059,0.56582,0.690096,16.608957,15.17493,38.763289,-0.280568,-0.687947,-0.209745,0.635624
-9.481945,-0.328089,0.521971,-0.371079,0.598962,0.771458,16.445972,14.69963,38.855394,-0.283239,-0.68969,-0.209423,0.632649
-8.651189,-1.253275,-0.400728,0.06556,0.706611,0.828981,16.612394,14.710824,38.713905,-0.284782,-0.692217,-0.207983,0.629665
-7.912031,-0.625974,-0.87282,0.627646,0.791346,0.896414,16.449052,14.545121,38.841725,-0.284895,-0.695616,-0.205066,0.626818
-7.09148,-0.668878,-0.604021,1.143112,0.866199,0.904357,16.494497,14.435037,38.342561,-0.283557,-0.699753,-0.200942,0.62415
-7.362939,-0.319116,-0.437888,1.477761,0.950637,0.969299,16.287455,14.54762,38.80801,-0.281382,-0.704482,-0.195907,0.621409
-7.843573,-0.744333,-0.104879,1.658142,1.046096,1.020726,16.324252,14.733109,38.514782,-0.278743,-0.709634,-0.190385,0.618446
-8.267207,-0.997988,0.311533,1.745475,1.197297,1.056948,16.295664,15.013225,38.874107,-0.275816,-0.715216,-0.184701,0.615042
-8.037425,-0.253532,1.300511,1.830897,1.361363,1.052322,15.72184,15.522627,38.533566,-0.272496,-0.721218,-0.178986,0.611191
-7.942826,0.978168,2.163502,1.78816,1.554589,1.041285,15.559625,15.821849,38.717411,-0.269109,-0.727558,-0.173591,0.606718
-8.701061,2.378496,2.867726,1.617394,1.704393,1.0754,15.408478,15.825596,38.698746,-0.266159,-0.734023,-0.168643,0.601606
-10.064648,2.882499,2.94281,1.35871,1.827201,1.118391,14.938725,16.286336,38.855639,-0.263946,-0.740462,-0.164292,0.595867
-10.917878,3.241082,2.437409,1.058304,1.960106,1.132127,14.790621,16.600362,38.8777,-0.262521,-0.746838,-0.16072,0.589478
-10.654147,2.460446,2.446625,0.850125,2.144741,1.132468,14.62124,16.743516,39.032862,-0.261563,-0.753351,-0.157801,0.582362
-10.468182,0.985211,2.987512,0.800904,2.370509,1.121402,14.319623,16.5963,38.978526,-0.260557,-0.760239,-0.15524,0.574498
-11.24763,0.282967,2.68494,0.895549,2.565453,1.096211,14.003017,16.589137,39.103058,-0.259062,-0.76755,-0.15272,0.566066
-12.137349,-0.742162,2.582335,1.161472,2.766712,1.144315,13.67683,16.58004,39.212406,-0.256717,-0.775492,-0.149649,0.557059
-12.815688,-0.892566,2.061317,1.356373,3.01036,1.208212,12.906234,16.738808,39.297939,-0.253734,-0.784061,-0.146178,0.547265
-13.440451,-0.816622,1.249814,1.336625,3.231886,1.228998,12.638925,16.776911,38.947043,-0.250679,-0.792939,-0.142877,0.536651
-14.692444,-1.519442,0.626698,1.091461,3.396936,1.215666,12.168314,17.237341,39.102225,-0.248208,-0.801744,-0.140261,0.525286
-16.382335,-2.76336,-0.14983,0.760184,3.517487,1.18583,11.382703,17.226621,39.330934,-0.246593,-0.810282,-0.138505,0.513275
-17.59103,-4.582734,-0.094767,0.600328,3.639167,1.180608,10.946148,17.40787,39.135145,-0.245351,-0.818722,-0.137171,0.50068
-18.278233,-5.702188,0.825826,0.63514,3.757721,1.171895,10.458982,17.07909,39.35875,-0.243859,-0.827227,-0.135877,0.487613
-18.725058,-6.333673,2.568721,0.844497,3.862282,1.156502,9.700556,17.097119,39.260351,-0.241542,-0.835911,-0.1343,0.474209
-18.97061,-6.016805,4.530444,1.072602,3.943661,1.127996,9.382273,17.244435,39.40018,-0.238321,-0.844719,-0.132433,0.460558
-19.12077,-5.655536,6.170242,1.349077,3.962673,1.120422,8.325693,17.116219,39.254251,-0.234096,-0.853576,-0.130074,0.446864
-19.069575,-5.761691,7.97893,1.744456,3.955431,1.114013,7.869777,17.436307,39.228865,-0.228475,-0.862525,-0.127001,0.433268
-19.209137,-5.072859,8.817004,2.280882,3.929007,1.100562,7.271034,17.762634,39.201744,-0.220964,-0.871625,-0.123,0.419899
-19.206056,-3.7281,9.940877,2.958947,3.917684,1.050551,6.848944,18.113088,38.861112,-0.210989,-0.880955,-0.118004,0.406788
-19.564377,-1.294429,9.577834,3.389412,3.998278,0.985419,6.279353,18.62327,38.527242,-0.199305,-0.89038,-0.112566,0.393485
-19.568131,1.888093,7.25969,3.417376,3.92019,0.907474,5.991729,19.109361,38.380872,-0.187353,-0.899291,-0.107247,0.380359
-18.612134,2.530025,4.204091,3.044357,3.82673,0.996363,5.575202,19.771348,38.087658,-0.176808,-0.907467,-0.102059,0.367187
-18.899236,-0.338698,3.088725,2.47294,3.824781,1.134893,5.573706,19.770677,38.084371,-0.168426,-0.914977,-0.097161,0.353568
-20.554299,-3.016456,4.204155,2.150343,3.757497,1.130658,4.450486,21.255458,37.156065,-0.161162,-0.921885,-0.092649,0.339956
-20.425811,-1.817613,4.310231,1.888267,3.637009,0.999712,4.226663,21.44914,37.04765,-0.154665,-0.928155,-0.088854,0.326668
-20.976971,-1.517783,7.78062,1.972706,3.316553,0.613393,3.334343,21.571744,37.037653,-0.147441,-0.933698,-0.086136,0.314723
-19.895621,1.683846,6.689353,1.832214,2.931443,0.194987,3.452485,22.025199,36.747273,-0.140314,-0.938351,-0.084878,0.30431
-17.762198,9.764207,-5.010456,1.901135,3.286531,0.098322,3.297951,22.181886,36.748659,-0.132675,-0.943244,-0.084069,0.29261
-17.78472,18.226949,-15.417675,1.482476,3.267915,0.115377,2.573115,22.38395,36.350829,-0.126576,-0.947708,-0.083648,0.28077
-15.394773,12.570353,-7.95669,0.788674,2.759816,0.028842,2.439718,22.403647,36.176856,-0.123096,-0.951088,-0.084044,0.270583
-14.94254,3.274292,-10.091435,-0.423944,2.217282,-0.00596,2.122076,22.551393,36.31824,-0.12425,-0.953201,-0.085582,0.262003
-15.569576,0.415506,9.3544,0.145469,1.24075,-0.152697,2.104375,22.071607,36.420643,-0.123453,-0.95449,-0.086605,0.25731
-14.624493,-3.104658,7.25382,0.319113,0.857722,-0.214637,2.238626,21.897878,36.579077,-0.122073,-0.955437,-0.087499,0.254131
-12.067911,2.416738,1.852385,-0.734581,0.26831,-0.446553,2.0688,21.73041,36.695435,-0.124598,-0.955204,-0.090022,0.252897
-6.565536,2.041788,-2.455429,-0.409822,-0.188993,-0.902985,2.21865,21.262015,36.658044,-0.125618,-0.954503,-0.093703,0.2537
-3.795488,2.953038,-3.558384,-0.223698,-0.729232,-1.457213,2.824148,20.938407,36.700067,-0.125589,-0.95313,-0.098998,0.256847
-4.117827,3.264581,-2.898686,-0.01534,-1.281316,-1.687847,3.260879,20.602652,36.878729,-0.12476,-0.951165,-0.104666,0.26223
-5.954051,3.235803,-2.706959,-0.218794,-1.858579,-1.601748,3.67984,20.25108,37.212665,-0.125001,-0.948472,-0.109933,0.269613
-6.500155,3.470818,-2.335913,-0.777271,-2.491077,-1.534101,4.132086,20.084595,37.248354,-0.12764,-0.944761,-0.115216,0.279035
-5.398514,3.623213,-1.985726,-1.413684,-3.072896,-1.655148,4.717108,19.743735,37.439226,-0.132735,-0.939877,-0.121329,0.29033
-4.301994,2.743437,-1.998277,-1.9599,-3.530729,-1.898443,5.588122,19.535246,37.844451,-0.139741,-0.933833,-0.128687,0.303097
-3.909643,1.692357,-1.799354,-2.31321,-3.916264,-2.106434,6.344953,18.898293,37.869548,-0.147937,-0.926714,-0.136967,0.317104
-4.352861,1.381494,-0.959611,-2.345229,-4.28472,-2.228097,7.36768,18.067497,38.223618,-0.156234,-0.918675,-0.145458,0.332368
-4.66823,0.603798,-0.878796,-2.150041,-4.645067,-2.273378,8.592549,17.588218,38.160046,-0.163905,-0.909841,-0.153572,0.348912
-4.690902,-0.297867,-1.13317,-1.924076,-4.965234,-2.293819,9.820246,17.109608,38.101398,-0.170856,-0.900255,-0.16117,0.366571
-4.959457,-0.678696,-1.009426,-1.621216,-5.241072,-2.351435,10.879761,16.619298,38.180912,-0.176744,-0.889966,-0.168268,0.385237
-5.818693,-0.969367,-0.553411,-1.24154,-5.501282,-2.440505,11.945886,16.451544,38.12123,-0.18125,-0.878996,-0.174832,0.404905
-6.930341,-1.049847,-0.385649,-0.980588,-5.753959,-2.487236,13.203622,16.31194,37.776501,-0.184852,-0.867261,-0.180861,0.425414
-8.013916,-0.151479,-1.055613,-0.881578,-6.012881,-2.482091,14.904164,16.301929,37.672983,-0.188194,-0.854625,-0.186407,0.446599
-8.644476,1.131832,-2.020667,-0.909551,-6.289023,-2.53625,16.339617,16.34239,37.039012,-0.191609,-0.840867,-0.191854,0.468423
-8.838336,1.169405,-3.05697,-1.007255,-6.511749,-2.651991,18.086362,16.377011,36.45523,-0.195159,-0.825924,-0.197552,0.490648
-9.170183,0.762351,-3.747164,-1.040594,-6.66954,-2.70905,19.519151,16.262382,35.801474,-0.198676,-0.809964,-0.203224,0.513017
