Time (s) Auto,FN
6.842,865.03
6.844,865.62
6.846,865.19
6.848,865.24
6.85,865.54
6.852,865.24
6.854,865.75
6.856,865.54
6.858,865.47
6.86,865.48
6.862,865.61
6.864,865.75
6.866,865.5
6.868,865.63
6.87,865.56
6.872,865.6
6.874,865.39
6.876,865.56
6.878,865.04
6.88,864.9
6.882,865.23
6.884,865.36
6.886,865.15
6.888,865.1
6.89,864.56
6.892,864.99
6.894,865.02
6.896,864.73
6.898,864.81
6.9,864.78
6.902,864.48
6.904,864.27
6.906,864.81
6.908,865.03
6.91,864.87
6.912,864.49
6.914,864.88
6.916,865.01
6.918,865.47
6.92,865.77
6.922,866.48
6.924,866.13
6.926,865.94
6.928,866.16
6.93,866.11
6.932,867.14
6.934,867.11
6.936,867.01
6.938,867.23
6.94,867.38
6.942,867.34
6.944,866.93
6.946,867.23
6.948,867.53
6.95,867.26
6.952,866.94
6.954,866.99
6.956,867.05
6.958,866.65
6.96,866.29
6.962,866.3
6.964,865.78
6.966,865.98
6.968,865.71
6.97,865.17
6.972,865.12
6.974,865.58
6.976,864.9
6.978,865.15
6.98,864.42
6.982,864.94
6.984,865.07
6.986,864.94
6.988,865.24
6.99,865.18
6.992,864.86
6.994,865.14
6.996,865.36
6.998,865.36
7,865.09
7.002,864.96
7.004,865.67
7.006,865.37
7.008,864.78
7.01,865.13
7.012,865.05
7.014,864.68
7.016,864.92
7.018,864.98
7.02,864.69
7.022,864.45
7.024,864.86
7.026,864.54
7.028,864.33
7.03,864.38
7.032,864.63
7.034,864.72
7.036,864.86
7.038,864.86
7.04,864.78
7.042,864.51
7.044,864.49
7.046,864.63
7.048,864.82
7.05,864.31
7.052,864.56
7.054,864.14
7.056,865.19
7.058,864.36
7.06,864.44
7.062,864.79
7.064,865.12
7.066,864.62
7.068,864.86
7.07,864.49
7.072,864.38
7.074,865.2
7.076,864.6
7.078,864.64
7.08,865.37
7.082,864.84
7.084,864.92
7.086,864.82
7.088,865.31
7.09,865.17
7.092,865.53
7.094,864.88
7.096,864.48
7.098,865.35
7.1,865.19
7.102,865.3
7.104,865.32
7.106,864.92
7.108,865.57
7.11,864.98
7.112,864.83
7.114,865.13
7.116,864.53
7.118,864.4
7.12,864.56
7.122,864.21
7.124,863.92
7.126,863.62
7.128,863.67
7.13,863.41
7.132,863.03
7.134,863.33
7.136,862.93
7.138,862.22
7.14,862.52
7.142,861.95
7.144,861.96
7.146,862.23
7.148,861.82
7.15,862.37
7.152,861.86
7.154,861.67
7.156,861.92
7.158,862.14
7.16,862.19
7.162,861.96
7.164,862.34
7.166,862.37
7.168,863.05
7.17,863.13
7.172,863.89
7.174,864.19
7.176,864.44
7.178,864.9
7.18,864.94
7.182,865.83
7.184,866.02
7.186,866.16
7.188,866.76
7.19,866.58
7.192,867.09
7.194,867.56
7.196,868.18
7.198,868.84
7.2,869.03
7.202,869.33
7.204,869.53
7.206,869.8
7.208,870.64
7.21,870.29
7.212,870.27
7.214,870.75
7.216,870.81
7.218,871.49
7.22,871.65
7.222,871.52
7.224,871.73
7.226,871.49
7.228,871.55
7.23,871.24
7.232,870.84
7.234,870.71
7.236,870.4
7.238,870.54
7.24,870.38
7.242,869.81
7.244,870
7.246,869.46
7.248,869.7
7.25,868.91
7.252,868.67
7.254,868.29
7.256,868.02
7.258,867.64
7.26,867.47
7.262,867.36
7.264,867.17
7.266,866.82
7.268,865.84
7.27,865.76
7.272,865.27
7.274,865.21
7.276,864.46
7.278,864.53
7.28,864.24
7.282,863.52
7.284,862.98
7.286,862.52
7.288,862.44
7.29,862.05
7.292,862.13
7.294,861.51
7.296,861.2
7.298,861.42
7.3,860.99
7.302,861.42
7.304,861.63
7.306,861.47
7.308,861.12
7.31,861.79
7.312,861.49
7.314,861.55
7.316,861.86
7.318,861.68
7.32,862.05
7.322,862.06
7.324,862.37
7.326,862.38
7.328,862.8
7.33,863.08
7.332,862.8
7.334,863.26
7.336,862.99
7.338,862.86
7.34,863.13
7.342,863.21
7.344,863.29
7.346,863.72
7.348,863.64
7.35,864.26
7.352,864.53
7.354,864.21
7.356,864.72
7.358,865.26
7.36,864.96
7.362,865.89
7.364,865.99
7.366,866.4
7.368,866.45
7.37,866.72
7.372,867.02
7.374,867.37
7.376,867.23
7.378,867.01
7.38,867.52
7.382,867.68
7.384,868.09
7.386,868.3
7.388,867.73
7.39,868.16
7.392,867.38
7.394,867.68
7.396,867.78
7.398,867.53
7.4,867.52
7.402,867.23
7.404,867.23
7.406,867.42
7.408,867.14
7.41,866.48
7.412,866.68
7.414,866.17
7.416,866
7.418,866.21
7.42,865.34
7.422,865.8
7.424,865.52
7.426,865.52
7.428,865.73
7.43,865.22
7.432,865.09
7.434,864.92
7.436,865.1
7.438,864.94
7.44,864.61
7.442,864.58
7.444,863.98
7.446,863.98
7.448,863.63
7.45,863.92
7.452,863.46
7.454,863.22
7.456,863.13
7.458,862.65
7.46,862.45
7.462,863.37
7.464,862.26
7.466,862.2
7.468,862.42
7.47,861.74
7.472,862.26
7.474,862.3
7.476,861.81
7.478,862.6
7.48,862.35
7.482,862.65
7.484,863.09
7.486,862.95
7.488,863.17
7.49,863.4
7.492,863.78
7.494,863.86
7.496,863.97
7.498,864.13
7.5,864.43
7.502,864.75
7.504,864.67
7.506,864.53
7.508,864.99
7.51,864.85
7.512,864.93
7.514,865.2
7.516,865.2
7.518,864.79
7.52,864.98
7.522,864.92
7.524,864.71
7.526,865.04
7.528,865.07
7.53,864.71
7.532,864.85
7.534,864.79
7.536,865.15
7.538,864.9
7.54,864.85
7.542,864.68
7.544,865.06
7.546,864.87
7.548,865.26
7.55,865.12
7.552,864.93
7.554,865.21
7.556,865.07
7.558,865.2
7.56,865.42
7.562,866.07
7.564,865.56
7.566,865.88
7.568,865.65
7.57,865.89
7.572,866.16
7.574,865.57
7.576,865.62
7.578,865.95
7.58,866.22
7.582,866.09
7.584,866.06
7.586,866.2
7.588,866.28
7.59,866.52
7.592,866.8
7.594,866.94
7.596,866.93
7.598,866.91
7.6,867.02
7.602,867.71
7.604,867.7
7.606,867.66
7.608,868.26
7.61,868.07
7.612,868.15
7.614,868.34
7.616,868.34
7.618,868.42
7.62,868.34
7.622,868.2
7.624,868.2
